mag, -73, -99, -42
mag, -73, -100, -41
mag, -73, -101, -42
mag, -71, -101, -43
mag, -72, -100, -43
mag, -72, -102, -42
mag, -73, -101, -42
mag, -74, -101, -41
mag, -75, -98, -42
mag, -74, -97, -42
mag, -77, -98, -39
mag, -76, -96, -40
mag, -77, -98, -40
mag, -75, -98, -42
mag, -76, -98, -41
mag, -76, -98, -41
mag, -76, -97, -41
mag, -77, -97, -42
mag, -74, -99, -44
mag, -75, -99, -41
mag, -77, -98, -42
mag, -78, -98, -41
mag, -79, -97, -41
mag, -80, -97, -42
mag, -81, -96, -41
mag, -83, -97, -41
mag, -84, -96, -40
mag, -85, -96, -38
mag, -86, -95, -36
mag, -94, -85, -32
mag, -105, -68, -22
mag, -89, -80, -29
mag, -75, -99, -26
mag, -66, -102, -31
mag, -59, -104, -37
mag, -56, -103, -39
mag, -55, -105, -42
mag, -54, -107, -43
mag, -53, -109, -44
mag, -52, -111, -45
mag, -51, -113, -45
mag, -49, -114, -47
mag, -46, -116, -48
mag, -38, -117, -53
mag, -30, -118, -56
mag, -29, -118, -56
mag, -23, -120, -58
mag, -15, -127, -57
mag, -20, -128, -52
mag, -20, -129, -51
mag, -3, -134, -54
mag, -4, -135, -52
mag, -35, -134, -37
mag, -75, -114, -22
mag, -94, -81, -26
mag, -110, -53, -21
mag, -121, -25, -12
mag, -105, 23, -31
mag, -73, 82, -38
mag, 42, 158, -19
mag, 48, 155, -21
mag, 41, 151, -26
mag, 26, 141, -37
mag, 30, 140, -38
mag, 43, 142, -37
mag, 45, 140, -40
mag, 49, 139, -42
mag, 55, 138, -43
mag, 52, 136, -46
mag, 49, 134, -48
mag, 52, 141, -41
mag, 84, 141, -38
mag, 118, 144, -21
mag, 127, 142, -19
mag, 116, 134, -36
mag, 86, 133, -49
mag, 96, 128, -52
mag, 96, 122, -56
mag, 106, 117, -60
mag, 112, 111, -63
mag, 118, 110, -61
mag, 124, 105, -62
mag, 124, 104, -63
mag, 126, 99, -66
mag, 129, 90, -71
mag, 128, 75, -80
mag, 133, 61, -84
mag, 134, 43, -90
mag, 133, 32, -94
mag, 129, 15, -98
mag, 128, 1, -99
mag, 131, -14, -99
mag, 126, -35, -98
mag, 119, -45, -97
mag, 112, -55, -98
mag, 108, -57, -99
mag, 105, -56, -100
mag, 101, -57, -100
mag, 98, -61, -100
