mag, -30, 150, -43
mag, -30, 150, -43
mag, -30, 150, -43
mag, -30, 150, -43
mag, -30, 149, -43
mag, -30, 150, -43
mag, -30, 150, -43
mag, -31, 149, -43
mag, -30, 150, -43
mag, -30, 150, -44
mag, -30, 150, -43
mag, -30, 149, -43
mag, -30, 150, -44
mag, -30, 150, -43
mag, -30, 151, -43
mag, -30, 150, -43
mag, -29, 149, -44
mag, -30, 150, -43
mag, -31, 150, -42
mag, -30, 150, -43
mag, -30, 149, -43
mag, -30, 150, -44
mag, -29, 149, -43
mag, -29, 150, -43
mag, -27, 151, -43
mag, -27, 151, -44
mag, -28, 151, -43
mag, -28, 151, -43
mag, -29, 151, -43
mag, -29, 151, -42
mag, -29, 151, -43
mag, -28, 150, -42
mag, -29, 151, -42
mag, -29, 151, -43
mag, -28, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 150, -43
mag, -29, 150, -42
mag, -29, 151, -42
mag, -30, 151, -42
mag, -29, 151, -42
mag, -29, 151, -43
mag, -29, 151, -42
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -29, 151, -43
mag, -30, 151, -42
mag, -29, 151, -43
mag, -29, 151, -42
mag, -29, 150, -43
mag, -29, 151, -42
mag, -29, 151, -42
mag, -29, 150, -43
mag, -29, 151, -43
mag, -29, 151, -42
mag, -29, 150, -43
mag, -29, 151, -42
mag, -29, 150, -43
mag, -30, 151, -43
mag, -30, 151, -42
mag, -30, 151, -42
mag, -30, 151, -41
mag, -30, 151, -42
mag, -30, 150, -42
mag, -31, 152, -42
mag, -30, 150, -41
mag, -30, 151, -42
mag, -30, 150, -42
mag, -30, 151, -42
mag, -30, 151, -42
mag, -30, 151, -42
mag, -30, 151, -42
mag, -30, 151, -41
mag, -30, 151, -41
mag, -31, 150, -42
mag, -30, 150, -41
mag, -29, 151, -42
mag, -30, 151, -42
mag, -30, 151, -41
mag, -30, 151, -42
mag, -30, 151, -42
mag, -29, 151, -42
mag, -29, 152, -41
mag, -29, 151, -42
mag, -29, 151, -42
mag, -29, 152, -42
mag, -29, 151, -41
mag, -29, 152, -42
mag, -29, 152, -42
mag, -29, 151, -42
mag, -29, 152, -42
mag, -29, 152, -42
mag, -29, 151, -42
mag, -28, 152, -42
mag, -28, 152, -42
mag, -28, 152, -42
mag, -27, 152, -42
mag, -28, 152, -42
mag, -27, 152, -41
mag, -27, 152, -42
mag, -26, 152, -42
mag, -27, 152, -42
mag, -28, 152, -42
mag, -26, 152, -41
mag, -27, 153, -42
mag, -27, 152, -42
mag, -27, 152, -42
mag, -27, 153, -42
mag, -27, 152, -42
mag, -27, 152, -41
mag, -27, 153, -41
mag, -27, 153, -42
mag, -27, 152, -41
mag, -27, 152, -41
mag, -27, 152, -41
mag, -27, 153, -41
mag, -26, 153, -42
mag, -27, 153, -40
mag, -27, 153, -41
mag, -27, 153, -41
mag, -26, 153, -41
mag, -26, 153, -41
mag, -26, 152, -42
mag, -27, 153, -41
mag, -27, 153, -41
mag, -27, 152, -42
mag, -27, 153, -42
mag, -27, 153, -41
mag, -27, 153, -41
mag, -27, 153, -42
mag, -26, 153, -41
mag, -26, 153, -42
mag, -27, 153, -42
mag, -27, 153, -42
mag, -26, 153, -42
mag, -26, 153, -41
mag, -26, 154, -41
mag, -25, 155, -40
mag, -29, 155, -39
mag, -29, 155, -38
mag, -31, 154, -37
mag, -32, 154, -38
mag, -32, 153, -38
mag, -34, 152, -38
mag, -38, 150, -38
mag, -49, 143, -39
mag, -63, 133, -40
mag, -75, 123, -38
mag, -87, 112, -37
mag, -94, 109, -33
mag, -100, 103, -33
mag, -105, 97, -30
mag, -109, 90, -32
mag, -119, 75, -32
mag, -120, 66, -37
mag, -122, 61, -39
mag, -123, 56, -38
mag, -127, 40, -41
mag, -130, 25, -43
mag, -129, 22, -45
mag, -131, 15, -44
mag, -134, 9, -41
mag, -135, 5, -40
mag, -135, 5, -40
mag, -135, 4, -39
mag, -137, 1, -38
mag, -139, -5, -34
mag, -139, -14, -36
mag, -137, -22, -37
mag, -136, -30, -39
mag, -136, -35, -37
mag, -137, -40, -33
mag, -137, -50, -33
mag, -136, -56, -31
mag, -134, -66, -33
mag, -129, -76, -33
mag, -127, -83, -33
mag, -125, -85, -34
mag, -123, -89, -36
mag, -121, -97, -32
mag, -118, -104, -29
mag, -116, -109, -29
mag, -114, -112, -30
mag, -111, -115, -29
mag, -110, -119, -28
mag, -106, -123, -29
mag, -100, -126, -34
mag, -94, -130, -37
mag, -93, -132, -37
mag, -91, -134, -36
mag, -89, -136, -36
mag, -87, -139, -36
mag, -84, -140, -38
mag, -83, -142, -34
mag, -86, -144, -30
mag, -80, -148, -31
mag, -74, -151, -33
mag, -72, -153, -34
mag, -71, -155, -33
mag, -69, -158, -32
mag, -67, -159, -31
mag, -62, -163, -29
mag, -57, -167, -28
mag, -52, -171, -29
mag, -46, -173, -29
mag, -40, -177, -30
mag, -29, -179, -32
mag, -22, -180, -36
mag, -11, -183, -38
mag, 1, -183, -42
mag, 5, -185, -41
mag, 7, -184, -43
mag, 14, -186, -43
mag, 27, -188, -42
mag, 34, -188, -43
mag, 41, -188, -43
mag, 54, -183, -50
mag, 71, -184, -48
mag, 90, -182, -47
mag, 103, -179, -44
mag, 126, -173, -43
mag, 140, -166, -41
mag, 152, -161, -41
mag, 162, -153, -42
mag, 175, -143, -41
mag, 182, -137, -42
mag, 188, -131, -43
mag, 198, -119, -43
mag, 203, -113, -44
mag, 203, -111, -44
mag, 206, -109, -41
mag, 209, -103, -44
mag, 213, -99, -42
mag, 216, -88, -46
mag, 216, -80, -50
mag, 217, -69, -53
mag, 219, -61, -55
mag, 219, -64, -53
mag, 223, -57, -52
mag, 224, -48, -53
mag, 225, -42, -56
mag, 222, -27, -64
mag, 223, -12, -64
mag, 227, 10, -58
mag, 219, 27, -65
mag, 218, 49, -60
mag, 210, 73, -58
mag, 205, 81, -58
mag, 196, 95, -58
mag, 184, 113, -54
mag, 171, 126, -53
mag, 159, 138, -51
mag, 149, 143, -51
mag, 145, 148, -48
mag, 141, 150, -49
mag, 134, 153, -49
mag, 118, 159, -48
mag, 92, 165, -49
mag, 73, 167, -52
mag, 49, 164, -55
mag, 26, 163, -54
mag, 18, 162, -53
mag, 0, 161, -49
mag, -15, 156, -47
mag, -39, 148, -44
mag, -65, 136, -38
mag, -90, 121, -28
mag, -103, 103, -33
mag, -114, 89, -32
mag, -123, 68, -35
mag, -127, 59, -37
mag, -131, 48, -36
mag, -135, 33, -39
mag, -138, 20, -39
mag, -136, 9, -43
mag, -141, -10, -38
mag, -140, -13, -38
mag, -141, -27, -37
mag, -140, -43, -35
mag, -136, -54, -37
mag, -131, -66, -39
mag, -131, -75, -35
mag, -129, -76, -37
mag, -128, -78, -37
mag, -126, -92, -31
mag, -119, -104, -32
mag, -107, -112, -43
mag, -85, -137, -42
mag, -63, -160, -38
mag, -49, -171, -36
mag, -26, -182, -35
mag, -5, -185, -41
mag, 8, -187, -44
mag, 15, -193, -36
mag, 41, -190, -46
mag, 61, -184, -53
mag, 74, -181, -57
mag, 100, -177, -55
mag, 122, -173, -53
mag, 131, -168, -52
mag, 145, -162, -52
mag, 161, -152, -52
mag, 173, -142, -51
mag, 192, -124, -53
mag, 209, -100, -54
mag, 221, -80, -54
mag, 230, -55, -55
mag, 230, -31, -63
mag, 230, -21, -65
mag, 232, -18, -63
mag, 231, -4, -64
mag, 228, 7, -68
mag, 225, 16, -69
mag, 224, 25, -69
mag, 220, 32, -72
mag, 219, 42, -70
mag, 216, 50, -69
mag, 210, 63, -69
mag, 204, 72, -71
mag, 206, 71, -69
mag, 214, 57, -68
mag, 216, 47, -70
mag, 221, 36, -68
mag, 222, 30, -68
mag, 224, 18, -67
mag, 223, 4, -72
mag, 222, -13, -73
mag, 223, -24, -71
mag, 221, -34, -70
mag, 220, -46, -70
mag, 217, -57, -68
mag, 212, -73, -67
mag, 201, -95, -64
mag, 189, -115, -62
mag, 177, -128, -62
mag, 161, -140, -65
mag, 149, -151, -61
mag, 144, -156, -61
mag, 133, -165, -58
mag, 124, -169, -58
