mag, 116, -173, -57
mag, 107, -175, -57
mag, 107, -170, -64
mag, 103, -174, -61
mag, 95, -177, -59
mag, 71, -185, -55
mag, 55, -187, -52
mag, 40, -188, -53
mag, 28, -188, -49
mag, 17, -190, -46
mag, 6, -189, -45
mag, 2, -189, -44
mag, -2, -188, -43
mag, -13, -187, -41
mag, -23, -183, -41
mag, -35, -173, -47
mag, -51, -161, -50
mag, -68, -151, -48
mag, -82, -139, -48
mag, -107, -113, -47
mag, -123, -86, -46
mag, -135, -62, -45
mag, -141, -38, -43
mag, -144, -3, -39
mag, -142, 19, -41
mag, -145, 19, -35
mag, -142, 21, -40
mag, -132, 37, -48
mag, -120, 89, -33
mag, -73, 136, -38
mag, -38, 153, -47
mag, -10, 160, -54
mag, 6, 162, -55
mag, 15, 166, -55
mag, 31, 166, -60
mag, 30, 168, -58
mag, 42, 168, -60
mag, 62, 165, -63
mag, 96, 161, -64
mag, 121, 153, -65
mag, 159, 134, -63
mag, 179, 118, -65
mag, 196, 94, -68
mag, 208, 79, -65
mag, 212, 64, -67
mag, 218, 49, -64
mag, 218, 42, -63
mag, 214, 39, -63
mag, 214, 39, -57
mag, 215, 36, -52
mag, 199, 36, -69
mag, 197, 44, -71
mag, 198, 35, -75
mag, 202, 29, -75
mag, 204, 20, -79
mag, 207, -20, -79
mag, 202, -55, -78
mag, 192, -84, -76
mag, 173, -114, -72
mag, 161, -137, -62
mag, 150, -148, -59
mag, 137, -158, -56
mag, 134, -162, -54
mag, 148, -153, -53
mag, 149, -153, -50
mag, 137, -162, -46
mag, 124, -170, -43
mag, 110, -172, -49
mag, 99, -175, -48
mag, 87, -181, -43
mag, 62, -182, -46
mag, 48, -181, -46
mag, 23, -179, -48
mag, 21, -182, -45
mag, 20, -186, -40
mag, -3, -184, -38
mag, -6, -183, -39
mag, 3, -181, -45
mag, 2, -183, -44
mag, 6, -184, -45
mag, 8, -185, -44
mag, 8, -185, -43
mag, 16, -186, -45
mag, 25, -186, -46
mag, -16, -183, -38
mag, -48, -163, -45
mag, -76, -141, -48
mag, -101, -113, -48
mag, -109, -104, -46
mag, -112, -96, -48
mag, -120, -97, -35
mag, -123, -94, -36
mag, -123, -92, -37
mag, -122, -91, -39
mag, -122, -92, -39
mag, -121, -95, -38
mag, -121, -96, -38
mag, -121, -95, -39
mag, -121, -95, -38
mag, -124, -89, -39
mag, -127, -82, -39
mag, -129, -74, -39
mag, -130, -71, -39
mag, -133, -64, -39
mag, -136, -55, -38
mag, -137, -43, -39
mag, -139, -34, -39
mag, -142, -24, -36
mag, -144, -1, -32
mag, -143, 22, -29
mag, -136, 56, -25
mag, -121, 84, -26
mag, -99, 112, -31
mag, -85, 123, -36
mag, -69, 135, -37
mag, -59, 144, -35
mag, -48, 152, -31
mag, -34, 158, -35
mag, -22, 159, -42
mag, -14, 161, -45
mag, -7, 161, -47
mag, 17, 163, -54
mag, 31, 163, -55
mag, 39, 169, -50
mag, 66, 177, -37
mag, 100, 173, -35
mag, 141, 153, -43
mag, 181, 118, -53
mag, 192, 94, -63
mag, 200, 81, -64
mag, 204, 74, -63
mag, 219, 76, -47
mag, 225, 72, -39
mag, 225, 49, -52
mag, 224, 40, -57
mag, 227, -24, -60
mag, 217, -74, -54
mag, 201, -103, -53
mag, 175, -133, -53
mag, 124, -167, -51
mag, 92, -177, -54
mag, 81, -184, -48
mag, 73, -177, -60
mag, 75, -178, -60
mag, 72, -178, -61
mag, 72, -178, -61
mag, 71, -178, -61
mag, 72, -179, -61
mag, 71, -178, -62
mag, 69, -179, -63
mag, 70, -178, -63
mag, 68, -178, -62
mag, 65, -179, -62
mag, 65, -179, -63
mag, 65, -178, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -64
mag, 65, -178, -64
mag, 65, -178, -63
mag, 65, -179, -64
mag, 64, -179, -64
mag, 64, -178, -64
mag, 65, -179, -63
mag, 65, -178, -63
mag, 64, -179, -63
mag, 64, -179, -64
mag, 64, -179, -64
mag, 64, -179, -64
mag, 64, -179, -63
mag, 64, -179, -63
mag, 64, -179, -63
mag, 64, -178, -63
mag, 65, -178, -63
mag, 64, -179, -64
mag, 64, -178, -64
mag, 65, -179, -64
mag, 64, -178, -64
mag, 64, -178, -64
mag, 65, -178, -64
mag, 64, -178, -64
mag, 65, -179, -64
mag, 64, -179, -64
mag, 64, -179, -63
mag, 64, -179, -63
mag, 64, -178, -64
mag, 64, -178, -64
mag, 65, -179, -63
mag, 64, -179, -63
mag, 65, -179, -64
mag, 64, -179, -63
mag, 64, -179, -63
mag, 64, -179, -63
mag, 64, -179, -63
mag, 64, -179, -63
mag, 64, -179, -62
mag, 65, -179, -63
mag, 64, -180, -63
mag, 65, -179, -62
mag, 65, -180, -63
mag, 64, -179, -63
mag, 64, -179, -63
mag, 65, -179, -63
mag, 64, -178, -63
mag, 66, -179, -63
mag, 65, -179, -62
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -62
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -62
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -63
mag, 65, -179, -62
mag, 66, -180, -63
mag, 66, -181, -62
mag, 65, -181, -61
mag, 65, -181, -62
mag, 65, -181, -61
mag, 65, -181, -61
mag, 65, -181, -61
mag, 65, -181, -61
mag, 65, -181, -61
mag, 65, -180, -61
mag, 65, -181, -61
mag, 64, -181, -61
mag, 65, -181, -61
mag, 65, -180, -61
mag, 64, -181, -61
mag, 65, -181, -61
mag, 65, -181, -61
mag, 64, -180, -61
mag, 65, -181, -60
mag, 65, -181, -61
mag, 65, -181, -60
mag, 64, -181, -61
mag, 65, -181, -60
mag, 65, -181, -61
mag, 65, -181, -61
mag, 64, -181, -61
mag, 65, -180, -61
mag, 64, -180, -62
mag, 64, -180, -61
mag, 64, -180, -61
mag, 64, -181, -61
mag, 65, -180, -61
mag, 64, -181, -61
mag, 64, -181, -61
mag, 64, -181, -61
mag, 64, -181, -61
mag, 64, -180, -61
mag, 63, -181, -61
mag, 63, -181, -61
mag, 63, -180, -61
mag, 63, -180, -61
mag, 64, -180, -61
mag, 63, -180, -60
mag, 63, -180, -60
mag, 61, -180, -60
mag, 60, -179, -60
mag, 59, -179, -59
mag, 59, -177, -58
mag, 58, -176, -58
mag, 58, -174, -58
mag, 56, -175, -58
mag, 55, -177, -58
mag, 55, -178, -57
mag, 56, -178, -56
mag, 58, -178, -57
mag, 60, -178, -58
mag, 60, -179, -60
mag, 59, -180, -61
mag, 54, -181, -59
mag, 43, -184, -57
mag, 32, -192, -45
mag, 41, -177, -65
mag, 225, -12, -63
mag, 200, 11, -81
mag, 167, 1, -96
mag, 129, 47, -98
mag, 60, 97, -83
mag, -2, 122, -53
mag, -82, 106, -9
mag, -142, 26, 12
mag, -136, 46, -5
mag, -143, 10, -6
mag, -144, 2, -11
mag, -144, -7, -16
mag, -144, -15, -19
mag, -143, -26, -22
mag, -142, -36, -24
mag, -138, -48, -28
mag, -133, -58, -31
mag, -126, -69, -37
mag, -124, -72, -37
mag, -124, -72, -37
mag, -124, -72, -37
mag, -124, -72, -36
mag, -124, -72, -36
mag, -124, -72, -36
mag, -124, -71, -35
mag, -124, -72, -35
mag, -123, -71, -35
mag, -124, -72, -36
mag, -124, -72, -36
mag, -124, -71, -36
mag, -123, -71, -36
mag, -124, -72, -36
mag, -123, -72, -37
mag, -123, -71, -36
mag, -124, -71, -36
mag, -123, -71, -37
mag, -123, -71, -36
mag, -123, -71, -37
mag, -123, -71, -37
mag, -123, -71, -37
mag, -123, -72, -37
mag, -123, -71, -37
mag, -123, -71, -37
mag, -123, -72, -37
mag, -123, -71, -38
mag, -122, -70, -38
mag, -122, -71, -37
mag, -122, -71, -38
mag, -123, -71, -37
mag, -123, -71, -38
mag, -123, -71, -37
mag, -122, -71, -37
mag, -123, -71, -37
mag, -123, -71, -38
mag, -122, -71, -38
mag, -122, -71, -38
mag, -122, -71, -38
mag, -123, -71, -38
mag, -122, -71, -38
mag, -123, -71, -37
mag, -122, -71, -38
mag, -122, -71, -37
mag, -122, -71, -38
mag, -122, -71, -38
mag, -122, -71, -38
mag, -122, -72, -37
mag, -122, -71, -38
mag, -122, -71, -38
mag, -123, -71, -38
mag, -122, -71, -38
mag, -122, -71, -38
mag, -122, -71, -38
mag, -122, -71, -38
mag, -122, -72, -38
mag, -122, -71, -38
mag, -122, -71, -38
mag, -122, -70, -38
mag, -122, -71, -38
mag, -122, -72, -38
